Genomes	C	S	D	F	M	n
xanthomonadales/GCA_010608015.1_ASM1060801v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608015.1_ASM1060801v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_010608115.1_ASM1060811v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608115.1_ASM1060811v1_genomic.fna.txt;99.7	99.5	0.2	0.0	0.3	1152	   
xanthomonadales/GCA_010608135.1_ASM1060813v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608135.1_ASM1060813v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_010608365.1_ASM1060836v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608365.1_ASM1060836v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_010608375.1_ASM1060837v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608375.1_ASM1060837v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_010608405.1_ASM1060840v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608405.1_ASM1060840v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_010608565.1_ASM1060856v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608565.1_ASM1060856v1_genomic.fna.txt;99.6	99.4	0.2	0.1	0.3	1152	   
xanthomonadales/GCA_010608595.1_ASM1060859v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608595.1_ASM1060859v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_010608665.1_ASM1060866v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608665.1_ASM1060866v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_010608865.1_ASM1060886v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608865.1_ASM1060886v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_010608905.1_ASM1060890v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608905.1_ASM1060890v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_010608915.1_ASM1060891v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010608915.1_ASM1060891v1_genomic.fna.txt;99.7	99.6	0.1	0.3	0.0	1152	   
xanthomonadales/GCA_010609005.1_ASM1060900v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609005.1_ASM1060900v1_genomic.fna.txt;99.8	97.5	2.3	0.0	0.2	1152	   
xanthomonadales/GCA_010609185.1_ASM1060918v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609185.1_ASM1060918v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_010609205.1_ASM1060920v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609205.1_ASM1060920v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_010609245.1_ASM1060924v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609245.1_ASM1060924v1_genomic.fna.txt;99.3	99.0	0.3	0.3	0.4	1152	   
xanthomonadales/GCA_010609345.1_ASM1060934v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609345.1_ASM1060934v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_010609445.1_ASM1060944v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609445.1_ASM1060944v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_010609485.1_ASM1060948v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010609485.1_ASM1060948v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_010612525.1_ASM1061252v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010612525.1_ASM1061252v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_010994075.1_ASM1099407v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010994075.1_ASM1099407v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_010994225.1_ASM1099422v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_010994225.1_ASM1099422v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_011067225.1_ASM1106722v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_011067225.1_ASM1106722v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_011386925.1_ASM1138692v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_011386925.1_ASM1138692v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_012647025.1_ASM1264702v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_012647025.1_ASM1264702v1_genomic.fna.txt;99.7	99.4	0.3	0.3	0.0	1152	   
xanthomonadales/GCA_012956725.1_ASM1295672v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_012956725.1_ASM1295672v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_012956765.1_ASM1295676v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_012956765.1_ASM1295676v1_genomic.fna.txt;99.7	99.6	0.1	0.2	0.1	1152	   
xanthomonadales/GCA_012971765.1_ASM1297176v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_012971765.1_ASM1297176v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013004645.1_ASM1300464v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013004645.1_ASM1300464v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_013184035.1_ASM1318403v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184035.1_ASM1318403v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013184045.1_ASM1318404v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184045.1_ASM1318404v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_013184055.1_ASM1318405v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184055.1_ASM1318405v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013184065.1_ASM1318406v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184065.1_ASM1318406v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_013184135.1_ASM1318413v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184135.1_ASM1318413v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013184165.1_ASM1318416v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184165.1_ASM1318416v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_013184205.1_ASM1318420v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013184205.1_ASM1318420v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_013282585.1_ASM1328258v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013282585.1_ASM1328258v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_013345715.1_ASM1334571v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013345715.1_ASM1334571v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013463455.1_ASM1346345v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463455.1_ASM1346345v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_013463465.1_ASM1346346v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463465.1_ASM1346346v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013463485.1_ASM1346348v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463485.1_ASM1346348v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013463495.1_ASM1346349v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463495.1_ASM1346349v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_013463535.1_ASM1346353v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463535.1_ASM1346353v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013463565.1_ASM1346356v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463565.1_ASM1346356v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013463585.1_ASM1346358v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463585.1_ASM1346358v1_genomic.fna.txt;99.7	99.5	0.2	0.2	0.1	1152	   
xanthomonadales/GCA_013463595.1_ASM1346359v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463595.1_ASM1346359v1_genomic.fna.txt;99.7	99.6	0.1	0.1	0.2	1152	   
xanthomonadales/GCA_013463605.1_ASM1346360v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463605.1_ASM1346360v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013463655.1_ASM1346365v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463655.1_ASM1346365v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013463675.1_ASM1346367v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463675.1_ASM1346367v1_genomic.fna.txt;99.5	99.3	0.2	0.2	0.3	1152	   
xanthomonadales/GCA_013463685.1_ASM1346368v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463685.1_ASM1346368v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_013463715.1_ASM1346371v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463715.1_ASM1346371v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_013463725.1_ASM1346372v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463725.1_ASM1346372v1_genomic.fna.txt;99.6	99.4	0.2	0.2	0.2	1152	   
xanthomonadales/GCA_013463755.1_ASM1346375v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463755.1_ASM1346375v1_genomic.fna.txt;99.5	99.2	0.3	0.3	0.2	1152	   
xanthomonadales/GCA_013463775.1_ASM1346377v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463775.1_ASM1346377v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013463785.1_ASM1346378v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463785.1_ASM1346378v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013463795.1_ASM1346379v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463795.1_ASM1346379v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_013463805.1_ASM1346380v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463805.1_ASM1346380v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013463855.1_ASM1346385v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463855.1_ASM1346385v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_013463875.1_ASM1346387v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463875.1_ASM1346387v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_013463885.1_ASM1346388v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463885.1_ASM1346388v1_genomic.fna.txt;99.7	99.3	0.4	0.1	0.2	1152	   
xanthomonadales/GCA_013463895.1_ASM1346389v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463895.1_ASM1346389v1_genomic.fna.txt;99.7	99.3	0.4	0.2	0.1	1152	   
xanthomonadales/GCA_013463915.1_ASM1346391v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463915.1_ASM1346391v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013463955.1_ASM1346395v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463955.1_ASM1346395v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013463975.1_ASM1346397v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463975.1_ASM1346397v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013463995.1_ASM1346399v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013463995.1_ASM1346399v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464005.1_ASM1346400v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464005.1_ASM1346400v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464035.1_ASM1346403v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464035.1_ASM1346403v1_genomic.fna.txt;99.6	99.5	0.1	0.1	0.3	1152	   
xanthomonadales/GCA_013464045.1_ASM1346404v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464045.1_ASM1346404v1_genomic.fna.txt;99.8	99.6	0.2	0.0	0.2	1152	   
xanthomonadales/GCA_013464065.1_ASM1346406v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464065.1_ASM1346406v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464095.1_ASM1346409v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464095.1_ASM1346409v1_genomic.fna.txt;99.8	99.7	0.1	0.2	0.0	1152	   
xanthomonadales/GCA_013464105.1_ASM1346410v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464105.1_ASM1346410v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013464125.1_ASM1346412v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464125.1_ASM1346412v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_013464155.1_ASM1346415v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464155.1_ASM1346415v1_genomic.fna.txt;99.8	99.6	0.2	0.0	0.2	1152	   
xanthomonadales/GCA_013464165.1_ASM1346416v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464165.1_ASM1346416v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464195.1_ASM1346419v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464195.1_ASM1346419v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464205.1_ASM1346420v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464205.1_ASM1346420v1_genomic.fna.txt;99.7	99.3	0.4	0.2	0.1	1152	   
xanthomonadales/GCA_013464215.1_ASM1346421v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464215.1_ASM1346421v1_genomic.fna.txt;99.9	99.6	0.3	0.0	0.1	1152	   
xanthomonadales/GCA_013464255.1_ASM1346425v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464255.1_ASM1346425v1_genomic.fna.txt;99.7	99.6	0.1	0.2	0.1	1152	   
xanthomonadales/GCA_013464265.1_ASM1346426v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464265.1_ASM1346426v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464295.1_ASM1346429v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464295.1_ASM1346429v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013464305.1_ASM1346430v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464305.1_ASM1346430v1_genomic.fna.txt;100.0	99.7	0.3	0.0	0.0	1152	   
xanthomonadales/GCA_013464315.1_ASM1346431v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464315.1_ASM1346431v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_013464355.1_ASM1346435v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464355.1_ASM1346435v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013464365.1_ASM1346436v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464365.1_ASM1346436v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464395.1_ASM1346439v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464395.1_ASM1346439v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013464405.1_ASM1346440v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464405.1_ASM1346440v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464415.1_ASM1346441v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464415.1_ASM1346441v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464455.1_ASM1346445v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464455.1_ASM1346445v1_genomic.fna.txt;99.8	99.4	0.4	0.1	0.1	1152	   
xanthomonadales/GCA_013464475.1_ASM1346447v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464475.1_ASM1346447v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464485.1_ASM1346448v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464485.1_ASM1346448v1_genomic.fna.txt;99.9	99.6	0.3	0.1	0.0	1152	   
xanthomonadales/GCA_013464495.1_ASM1346449v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464495.1_ASM1346449v1_genomic.fna.txt;99.8	99.5	0.3	0.0	0.2	1152	   
xanthomonadales/GCA_013464525.1_ASM1346452v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464525.1_ASM1346452v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464555.1_ASM1346455v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464555.1_ASM1346455v1_genomic.fna.txt;99.8	99.5	0.3	0.1	0.1	1152	   
xanthomonadales/GCA_013464575.1_ASM1346457v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464575.1_ASM1346457v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_013464585.1_ASM1346458v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464585.1_ASM1346458v1_genomic.fna.txt;99.7	99.5	0.2	0.1	0.2	1152	   
xanthomonadales/GCA_013464595.1_ASM1346459v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464595.1_ASM1346459v1_genomic.fna.txt;99.8	99.7	0.1	0.2	0.0	1152	   
xanthomonadales/GCA_013464605.1_ASM1346460v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464605.1_ASM1346460v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_013464645.1_ASM1346464v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464645.1_ASM1346464v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464675.1_ASM1346467v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464675.1_ASM1346467v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464685.1_ASM1346468v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464685.1_ASM1346468v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464695.1_ASM1346469v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464695.1_ASM1346469v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_013464715.1_ASM1346471v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464715.1_ASM1346471v1_genomic.fna.txt;99.4	99.1	0.3	0.3	0.3	1152	   
xanthomonadales/GCA_013464725.1_ASM1346472v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464725.1_ASM1346472v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_013464775.1_ASM1346477v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464775.1_ASM1346477v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464785.1_ASM1346478v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464785.1_ASM1346478v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464795.1_ASM1346479v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464795.1_ASM1346479v1_genomic.fna.txt;99.9	99.7	0.2	0.1	0.0	1152	   
xanthomonadales/GCA_013464805.1_ASM1346480v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464805.1_ASM1346480v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464815.1_ASM1346481v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464815.1_ASM1346481v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464875.1_ASM1346487v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464875.1_ASM1346487v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464885.1_ASM1346488v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464885.1_ASM1346488v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464895.1_ASM1346489v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464895.1_ASM1346489v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464905.1_ASM1346490v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464905.1_ASM1346490v1_genomic.fna.txt;99.9	99.7	0.2	0.0	0.1	1152	   
xanthomonadales/GCA_013464915.1_ASM1346491v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464915.1_ASM1346491v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_013464975.1_ASM1346497v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013464975.1_ASM1346497v1_genomic.fna.txt;99.8	99.6	0.2	0.1	0.1	1152	   
xanthomonadales/GCA_013465025.1_ASM1346502v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_013465025.1_ASM1346502v1_genomic.fna.txt;99.6	99.4	0.2	0.3	0.1	1152	   
xanthomonadales/GCA_014076535.1_ASM1407653v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014076535.1_ASM1407653v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_014156975.1_ASM1415697v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014156975.1_ASM1415697v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_014171555.1_ASM1417155v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014171555.1_ASM1417155v1_genomic.fna.txt;88.8	88.8	0.0	7.0	4.2	1152	   
xanthomonadales/GCA_014200115.1_ASM1420011v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014200115.1_ASM1420011v1_genomic.fna.txt;99.8	99.7	0.1	0.1	0.1	1152	   
xanthomonadales/GCA_014235265.1_ASM1423526v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014235265.1_ASM1423526v1_genomic.fna.txt;99.8	99.7	0.1	0.2	0.0	1152	   
xanthomonadales/GCA_014236005.1_ASM1423600v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236005.1_ASM1423600v1_genomic.fna.txt;99.9	99.8	0.1	0.0	0.1	1152	   
xanthomonadales/GCA_014236025.1_ASM1423602v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236025.1_ASM1423602v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_014236045.1_ASM1423604v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236045.1_ASM1423604v1_genomic.fna.txt;99.6	99.3	0.3	0.1	0.3	1152	   
xanthomonadales/GCA_014236065.1_ASM1423606v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236065.1_ASM1423606v1_genomic.fna.txt;99.7	99.4	0.3	0.1	0.2	1152	   
xanthomonadales/GCA_014236085.1_ASM1423608v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236085.1_ASM1423608v1_genomic.fna.txt;99.7	98.5	1.2	0.1	0.2	1152	   
xanthomonadales/GCA_014236105.1_ASM1423610v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236105.1_ASM1423610v1_genomic.fna.txt;99.6	95.3	4.3	0.3	0.1	1152	   
xanthomonadales/GCA_014236125.1_ASM1423612v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014236125.1_ASM1423612v1_genomic.fna.txt;99.8	99.7	0.1	0.0	0.2	1152	   
xanthomonadales/GCA_014398525.1_ASM1439852v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014398525.1_ASM1439852v1_genomic.fna.txt;99.7	99.4	0.3	0.2	0.1	1152	   
xanthomonadales/GCA_014489825.1_ASM1448982v1_genomic.fna/short_summary.specific.xanthomonadales_odb10.GCA_014489825.1_ASM1448982v1_genomic.fna.txt;99.8	99.7	0.1	0.2	0.0	1152	   
